star,star_url,nationality,image_url
Warren Clarke,https://www.imdb.com/name/nm0165049/,UK,https://m.media-amazon.com/images/M/MV5BMTM1Mjc1MDAxM15BMl5BanBnXkFtZTcwMzYzMDgwOA@@._V1_.jpg
Fred MacMurray,https://www.imdb.com/name/nm0534045/,USA,https://m.media-amazon.com/images/M/MV5BMTkwMTIyODQ4Nl5BMl5BanBnXkFtZTYwOTk1MTI2._V1_.jpg
Barbara Stanwyck,https://www.imdb.com/name/nm0001766/,USA,https://m.media-amazon.com/images/M/MV5BNmMyY2QzNWMtZDBmZi00OWRjLWJjNzEtYzNkOGU3OGIwNTMyXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Edward G. Robinson,https://www.imdb.com/name/nm0000064/,Romania,https://m.media-amazon.com/images/M/MV5BMjE0NzcwMzU5Nl5BMl5BanBnXkFtZTYwNTkwMjI2._V1_.jpg
Byron Barr,https://www.imdb.com/name/nm0056477/,USA,https://m.media-amazon.com/images/M/MV5BMjAxMDM1MDY3OF5BMl5BanBnXkFtZTcwNTc0NzcyMQ@@._V1_.jpg
Matthew Modine,https://www.imdb.com/name/nm0000546/,USA,https://m.media-amazon.com/images/M/MV5BMjE3NTE4NjQxOF5BMl5BanBnXkFtZTgwMTI3MzQwNDI@._V1_.jpg
R. Lee Ermey,https://www.imdb.com/name/nm0000388/,USA,https://m.media-amazon.com/images/M/MV5BMTA4Mzg5MjgzODleQTJeQWpwZ15BbWU3MDY4MDA5MDM@._V1_.jpg
Vincent D'Onofrio,https://www.imdb.com/name/nm0000352/,USA,https://m.media-amazon.com/images/M/MV5BMTk0NTE2MDkzNF5BMl5BanBnXkFtZTYwODUzMjcz._V1_.jpg
Adam Baldwin,https://www.imdb.com/name/nm0000284/,USA,https://m.media-amazon.com/images/M/MV5BMTY4MzUyNzE5Nl5BMl5BanBnXkFtZTYwMzAxODg1._V1_.jpg
Tom Cruise,https://www.imdb.com/name/nm0000129/,USA,https://m.media-amazon.com/images/M/MV5BYTFlOTdjMjgtNmY0ZC00MDgxLThjNmEtZGIxZTQyZDdkMTRjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
Jennifer Connelly,https://www.imdb.com/name/nm0000124/,USA,https://m.media-amazon.com/images/M/MV5BNWM0OTlhYmQtZWI0NS00NzM0LWE5YjItMWZmYzkzY2FmNTc2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
Miles Teller,https://www.imdb.com/name/nm1886602/,USA,https://m.media-amazon.com/images/M/MV5BM2ZiYThiZTUtYmM0ZS00ZWQzLTgzMTEtZWY1ZDkwNWM4ZGNmXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_.jpg
Val Kilmer,https://www.imdb.com/name/nm0000174/,USA,https://m.media-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_.jpg
Al Pacino,https://www.imdb.com/name/nm0000199/,USA,https://m.media-amazon.com/images/M/MV5BMTQzMzg1ODAyNl5BMl5BanBnXkFtZTYwMjAxODQ1._V1_.jpg
Michelle Pfeiffer,https://www.imdb.com/name/nm0000201/,USA,https://m.media-amazon.com/images/M/MV5BMTUzNjI0Njc5NF5BMl5BanBnXkFtZTYwOTM2MjYz._V1_.jpg
Steven Bauer,https://www.imdb.com/name/nm0000874/,Cuba,https://m.media-amazon.com/images/M/MV5BMTkwNTY5MzMzMF5BMl5BanBnXkFtZTcwMjAyNDYzMQ@@._V1_.jpg
Mary Elizabeth Mastrantonio,https://www.imdb.com/name/nm0001512/,USA,https://m.media-amazon.com/images/M/MV5BMTk0Mzc5MzIxN15BMl5BanBnXkFtZTYwODUwNjc1._V1_.jpg
Lin-Manuel Miranda,https://www.imdb.com/name/nm0592135/,USA,https://m.media-amazon.com/images/M/MV5BMTU0MDM2Mzg0OV5BMl5BanBnXkFtZTgwMjA1MDE2MDI@._V1_.jpg
Phillipa Soo,https://www.imdb.com/name/nm5623883/,USA,https://m.media-amazon.com/images/M/MV5BYjM0MmQ1NzMtMzNkMi00YjFkLWJmZWQtNmJhY2VkODIwYzFlXkEyXkFqcGdeQXVyNTA5OTkyNDI@._V1_.jpg
Leslie Odom Jr.,https://www.imdb.com/name/nm1502434/,USA,https://m.media-amazon.com/images/M/MV5BODU4ZjgzNTUtY2Y2Yy00ZTA2LWI4ZGUtNjQxMzRhNmIzYjlhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Renée Elise Goldsberry,https://www.imdb.com/name/nm0325989/,USA,https://m.media-amazon.com/images/M/MV5BMTQ5MjAwNDExM15BMl5BanBnXkFtZTgwNjk0NjUyOTE@._V1_.jpg
Lubna Azabal,https://www.imdb.com/name/nm0044073/,Belgium,https://m.media-amazon.com/images/M/MV5BMzE2NzU0MzEzMF5BMl5BanBnXkFtZTgwODc5NDcxMjE@._V1_.jpg
Mélissa Désormeaux-Poulin,https://www.imdb.com/name/nm0246386/,NA,https://m.media-amazon.com/images/M/MV5BMTU1MzE3MjQwNV5BMl5BanBnXkFtZTcwNjkzMzY3Mw@@._V1_.jpg
Maxim Gaudette,https://www.imdb.com/name/nm0309945/,Canada,https://m.media-amazon.com/images/M/MV5BMTY2MTUwNzE2Nl5BMl5BanBnXkFtZTgwMjEyNjU3NjE@._V1_.jpg
Mustafa Kamel,https://www.imdb.com/name/nm1323233/,NA,N/A
Gregory Peck,https://www.imdb.com/name/nm0000060/,USA,https://m.media-amazon.com/images/M/MV5BMTA5Njg2OGItZjJiMS00MDU4LWEzZDAtYjQ0NDBjYWYzZjFjXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
John Megna,https://www.imdb.com/name/nm0576345/,USA,https://m.media-amazon.com/images/M/MV5BYjJhNDE3MjMtN2I1My00N2FiLWFhZTktZjlhZmQ0YTA0ZWFjXkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_.jpg
Frank Overton,https://www.imdb.com/name/nm0653942/,USA,https://m.media-amazon.com/images/M/MV5BMTU0Mjg0OTQ2Ml5BMl5BanBnXkFtZTcwNzE5NjMzMQ@@._V1_.jpg
Rosemary Murphy,https://www.imdb.com/name/nm0614677/,Germany,https://m.media-amazon.com/images/M/MV5BODczNzkxNDI1MF5BMl5BanBnXkFtZTcwNjU1NTMxOA@@._V1_.jpg
Al Pacino,https://www.imdb.com/name/nm0000199/,USA,https://m.media-amazon.com/images/M/MV5BMTQzMzg1ODAyNl5BMl5BanBnXkFtZTYwMjAxODQ1._V1_.jpg
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
Val Kilmer,https://www.imdb.com/name/nm0000174/,USA,https://m.media-amazon.com/images/M/MV5BMTk3ODIzMDA5Ml5BMl5BanBnXkFtZTcwNDY0NTU4Ng@@._V1_.jpg
Jon Voight,https://www.imdb.com/name/nm0000685/,USA,https://m.media-amazon.com/images/M/MV5BMTc2NTE3NDA3M15BMl5BanBnXkFtZTgwMDMyNTM1MjE@._V1_.jpg
Paul Newman,https://www.imdb.com/name/nm0000056/,USA,https://m.media-amazon.com/images/M/MV5BOWY2MDlmNTAtYWQ3Mi00YTU0LWEzZDYtYmEyM2UzYTY2YTM1XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Robert Redford,https://www.imdb.com/name/nm0000602/,USA,https://m.media-amazon.com/images/M/MV5BMTk1Nzc5MzQyMV5BMl5BanBnXkFtZTcwNjQ5OTA0Mg@@._V1_.jpg
Robert Shaw,https://www.imdb.com/name/nm0001727/,UK,https://m.media-amazon.com/images/M/MV5BMTc0NzI3NTU2MF5BMl5BanBnXkFtZTcwNTUzMjkyOA@@._V1_.jpg
Charles Durning,https://www.imdb.com/name/nm0001164/,USA,https://m.media-amazon.com/images/M/MV5BMjAzMDk1NTU1OV5BMl5BanBnXkFtZTYwMDA2MjM0._V1_.jpg
Edward Asner,https://www.imdb.com/name/nm0000799/,USA,https://m.media-amazon.com/images/M/MV5BMTk0MDI4ODk5NF5BMl5BanBnXkFtZTcwMzg3ODQ3MQ@@._V1_.jpg
Jordan Nagai,https://www.imdb.com/name/nm2973712/,USA,https://m.media-amazon.com/images/M/MV5BMTQ0NjczNDczNl5BMl5BanBnXkFtZTcwMDMwMTc1Mg@@._V1_.jpg
John Ratzenberger,https://www.imdb.com/name/nm0001652/,USA,https://m.media-amazon.com/images/M/MV5BMjljYTUwNGMtMjhhMC00MzY3LWEwNjQtMjBmMzJhM2ViNmExXkEyXkFqcGdeQXVyMTc5Mjc5OTc@._V1_.jpg
Christopher Plummer,https://www.imdb.com/name/nm0001626/,Canada,https://m.media-amazon.com/images/M/MV5BMTU5MzQ5MDY3NF5BMl5BanBnXkFtZTcwNzMxOTU5Ng@@._V1_.jpg
Brigitte Helm,https://www.imdb.com/name/nm0375609/,Germany,https://m.media-amazon.com/images/M/MV5BOTE2MTkwNTYyMV5BMl5BanBnXkFtZTgwMDI1ODY3MTE@._V1_.jpg
Alfred Abel,https://www.imdb.com/name/nm0002154/,Germany,https://m.media-amazon.com/images/M/MV5BMDdjYjI1NGMtOGExOC00NjA0LTg2YmYtNGRjNzU4MGE4MDBhXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Gustav Fröhlich,https://www.imdb.com/name/nm0297054/,Germany,https://m.media-amazon.com/images/M/MV5BMjAzMzcyODI2NF5BMl5BanBnXkFtZTcwNDY4NjgyMw@@._V1_.jpg
Rudolf Klein-Rogge,https://www.imdb.com/name/nm0459030/,Germany,https://m.media-amazon.com/images/M/MV5BMTY1ODgzMzU3OV5BMl5BanBnXkFtZTgwMTQ3ODMwMzE@._V1_.jpg
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
Jodie Foster,https://www.imdb.com/name/nm0000149/,USA,https://m.media-amazon.com/images/M/MV5BMTM3MjgyOTQwNF5BMl5BanBnXkFtZTcwMDczMzEwNA@@._V1_.jpg
Cybill Shepherd,https://www.imdb.com/name/nm0001732/,USA,https://m.media-amazon.com/images/M/MV5BMTUzNTA1Mzg5M15BMl5BanBnXkFtZTYwNjkzNDk3._V1_.jpg
Albert Brooks,https://www.imdb.com/name/nm0000983/,USA,https://m.media-amazon.com/images/M/MV5BMTM4MzEwMTMxN15BMl5BanBnXkFtZTcwNTQwMTc2NQ@@._V1_.jpg
Kevin Spacey,https://www.imdb.com/name/nm0000228/,USA,https://m.media-amazon.com/images/M/MV5BMTY1NzMyODc3Nl5BMl5BanBnXkFtZTgwNzE2MzA1NDM@._V1_.jpg
Russell Crowe,https://www.imdb.com/name/nm0000128/,New Zealand,https://m.media-amazon.com/images/M/MV5BMTQyMTExNTMxOF5BMl5BanBnXkFtZTcwNDg1NzkzNw@@._V1_.jpg
Guy Pearce,https://www.imdb.com/name/nm0001602/,UK,https://m.media-amazon.com/images/M/MV5BMTgyNzc2NzY3Nl5BMl5BanBnXkFtZTgwNTMzMzAwMjE@._V1_.jpg
Kim Basinger,https://www.imdb.com/name/nm0000107/,USA,https://m.media-amazon.com/images/M/MV5BMTQyMDkxNjcxNV5BMl5BanBnXkFtZTcwODMyNzgyOA@@._V1_.jpg
Bruce Willis,https://www.imdb.com/name/nm0000246/,Germany,https://m.media-amazon.com/images/M/MV5BMjA0MjMzMTE5OF5BMl5BanBnXkFtZTcwMzQ2ODE3Mw@@._V1_.jpg
Alan Rickman,https://www.imdb.com/name/nm0000614/,UK,https://m.media-amazon.com/images/M/MV5BMTUwNTc4MTg4Ml5BMl5BanBnXkFtZTcwNDY2MjkxOA@@._V1_.jpg
Bonnie Bedelia,https://www.imdb.com/name/nm0000889/,USA,https://m.media-amazon.com/images/M/MV5BNzEyOTA4MTM5OV5BMl5BanBnXkFtZTcwNTQ4NTQzMQ@@._V1_.jpg
Reginald VelJohnson,https://www.imdb.com/name/nm0001817/,USA,https://m.media-amazon.com/images/M/MV5BNTZkMDliZjEtNzY3Zi00Y2U5LTgzZjMtNWJlOGIwM2QwY2Q3XkEyXkFqcGdeQXVyMTYzNzk4MTU4._V1_.jpg
Jason Statham,https://www.imdb.com/name/nm0005458/,UK,https://m.media-amazon.com/images/M/MV5BMTkxMzk2MDkwOV5BMl5BanBnXkFtZTcwMDAxODQwMg@@._V1_.jpg
Brad Pitt,https://www.imdb.com/name/nm0000093/,USA,https://m.media-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1_.jpg
Stephen Graham,https://www.imdb.com/name/nm0334318/,UK,https://m.media-amazon.com/images/M/MV5BNDA0OGU1OWUtZDNhNC00YzdkLTk5ZWYtY2RjNTM0NjBmYmYwXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_.jpg
Vinnie Jones,https://www.imdb.com/name/nm0005068/,UK,https://m.media-amazon.com/images/M/MV5BZjY4NzQyYTQtNGRjMS00ZmJlLWIzZTUtMDg5OWVjN2U2NjljXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
Harrison Ford,https://www.imdb.com/name/nm0000148/,USA,https://m.media-amazon.com/images/M/MV5BMTY4Mjg0NjIxOV5BMl5BanBnXkFtZTcwMTM2NTI3MQ@@._V1_.jpg
Sean Connery,https://www.imdb.com/name/nm0000125/,UK,https://m.media-amazon.com/images/M/MV5BMzcwNTM4MzctYjQzMi00NTA2LTljYWItNTYzNmE1MTYxN2RlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
Alison Doody,https://www.imdb.com/name/nm0233145/,🇮🇪,https://m.media-amazon.com/images/M/MV5BMTc5NjI5MTExM15BMl5BanBnXkFtZTcwMjUxNDczMw@@._V1_.jpg
Denholm Elliott,https://www.imdb.com/name/nm0001186/,UK,https://m.media-amazon.com/images/M/MV5BMTY2ODQ3NDc5Nl5BMl5BanBnXkFtZTcwNDAwMjg5Nw@@._V1_.jpg
Darsheel Safary,https://www.imdb.com/name/nm2594301/,India,https://m.media-amazon.com/images/M/MV5BMjYyYzViMmYtMjU4Yi00NGM3LWFjZTEtZmFkOGFmOTllY2I2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg
Aamir Khan,https://www.imdb.com/name/nm0451148/,India,https://m.media-amazon.com/images/M/MV5BMjAwMjk3NDUzN15BMl5BanBnXkFtZTcwNjI4MTY0NA@@._V1_.jpg
Tisca Chopra,https://www.imdb.com/name/nm1538116/,India,https://m.media-amazon.com/images/M/MV5BNDc1MDAwYTMtN2ZkMC00YmU5LWIyMzMtY2FhMGE5MzkzN2E5XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg
Vipin Sharma,https://www.imdb.com/name/nm1479650/,India,https://m.media-amazon.com/images/M/MV5BNTg0MzYyNjAtYjY5Yy00ZjJjLTg1NTAtOGMwOTAyNDRhMWEwXkEyXkFqcGdeQXVyMzQ0NTk5NzU@._V1_.jpg
Dean-Charles Chapman,https://www.imdb.com/name/nm2835616/,UK,https://m.media-amazon.com/images/M/MV5BNzM2Mjc2NzAzMV5BMl5BanBnXkFtZTgwMjE0MzAwNTE@._V1_.jpg
George MacKay,https://www.imdb.com/name/nm1126657/,UK,https://m.media-amazon.com/images/M/MV5BMTQ4NjQ0NTEwOV5BMl5BanBnXkFtZTgwODQyMzIyMTI@._V1_.jpg
Daniel Mays,https://www.imdb.com/name/nm0990547/,UK,https://m.media-amazon.com/images/M/MV5BMDBkMDgwYzgtMTNjNC00MzY3LWJjOGItZjVhNGE5OTAyNjNiXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Colin Firth,https://www.imdb.com/name/nm0000147/,UK,https://m.media-amazon.com/images/M/MV5BMTUxMDMwMTI4MF5BMl5BanBnXkFtZTcwMzE2MzQxMw@@._V1_.jpg
Bruno Ganz,https://www.imdb.com/name/nm0004486/,Switzerland,https://m.media-amazon.com/images/M/MV5BNjkzYjU2NzAtMmEyZC00YTg2LWJmYTMtOGM1YTMwOTYwZTJjXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg
Alexandra Maria Lara,https://www.imdb.com/name/nm0487884/,Romania,https://m.media-amazon.com/images/M/MV5BMTkzMDQ5ODM4OV5BMl5BanBnXkFtZTcwNjMzODI3MQ@@._V1_.jpg
Ulrich Matthes,https://www.imdb.com/name/nm0559890/,Germany,https://m.media-amazon.com/images/M/MV5BMTMzNjU0NDcxNV5BMl5BanBnXkFtZTYwMzQ3NTEz._V1_.jpg
Juliane Köhler,https://www.imdb.com/name/nm0477810/,Germany,https://m.media-amazon.com/images/M/MV5BNTc3NTI5MzMwMl5BMl5BanBnXkFtZTcwNDcwMDkyMg@@._V1_.jpg
Aamir Khan,https://www.imdb.com/name/nm0451148/,India,https://m.media-amazon.com/images/M/MV5BMjAwMjk3NDUzN15BMl5BanBnXkFtZTcwNjI4MTY0NA@@._V1_.jpg
Sakshi Tanwar,https://www.imdb.com/name/nm2799219/,India,https://m.media-amazon.com/images/M/MV5BMTg1NDU0Njg4Ml5BMl5BanBnXkFtZTgwNDM1ODA0OTE@._V1_.jpg
Fatima Sana Shaikh,https://www.imdb.com/name/nm0760778/,India,https://m.media-amazon.com/images/M/MV5BNzcwNjcxYTYtYWFjOS00YzNiLTk5MjgtMjQ0NGFlMDY3ODU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg
Sanya Malhotra,https://www.imdb.com/name/nm7621667/,India,https://m.media-amazon.com/images/M/MV5BMzUzNjQ4MTE2OF5BMl5BanBnXkFtZTgwNTk0NjcyNzM@._V1_.jpg
Christian Bale,https://www.imdb.com/name/nm0000288/,UK,https://m.media-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_.jpg
Michael Caine,https://www.imdb.com/name/nm0000323/,UK,https://m.media-amazon.com/images/M/MV5BMjAwNzIwNTQ4Ml5BMl5BanBnXkFtZTYwMzE1MTUz._V1_.jpg
Ken Watanabe,https://www.imdb.com/name/nm0913822/,Japan,https://m.media-amazon.com/images/M/MV5BMTQzMTUzNjc4Nl5BMl5BanBnXkFtZTcwMTUyODU2Mw@@._V1_.jpg
Liam Neeson,https://www.imdb.com/name/nm0000553/,UK,https://m.media-amazon.com/images/M/MV5BMjA1MTQ3NzU1MV5BMl5BanBnXkFtZTgwMDE3Mjg0MzE@._V1_.jpg
Charles Chaplin,https://www.imdb.com/name/nm0000122/,UK,https://m.media-amazon.com/images/M/MV5BNDcwMDc0ODAzOF5BMl5BanBnXkFtZTgwNTY2OTI1MDE@._V1_.jpg
Edna Purviance,https://www.imdb.com/name/nm0701012/,USA,https://m.media-amazon.com/images/M/MV5BMTgzMTI2MTcwNV5BMl5BanBnXkFtZTcwMjY4NjYxOA@@._V1_.jpg
Jackie Coogan,https://www.imdb.com/name/nm0001067/,USA,https://m.media-amazon.com/images/M/MV5BMzg1MjkwYTAtMjk1NS00NjNkLWEzNTUtOGIwNWI0ZjQzY2NmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Carl Miller,https://www.imdb.com/name/nm0588033/,USA,https://m.media-amazon.com/images/M/MV5BNzk0MmVhOWItZjEyYy00MjM1LWEzMGUtMjE4OTA5MzE5Y2NmXkEyXkFqcGdeQXVyMzI5NDcxNzI@._V1_.jpg
Marilyn Monroe,https://www.imdb.com/name/nm0000054/,USA,https://m.media-amazon.com/images/M/MV5BMjdhOWY3OTMtNTI5Yi00NjA4LTk4YzktYmU2NTkzYzljODRhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg
Tony Curtis,https://www.imdb.com/name/nm0000348/,USA,https://m.media-amazon.com/images/M/MV5BZjIyYzA4YTctMzI3NS00NTYzLWEwNjMtZTBjZmEyNWYyMzBhXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Jack Lemmon,https://www.imdb.com/name/nm0000493/,USA,https://m.media-amazon.com/images/M/MV5BODUxYWFlNWYtYmViMC00OTExLTk3YjAtZGU4MDc3MTcwZTZmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
George Raft,https://www.imdb.com/name/nm0706368/,USA,https://m.media-amazon.com/images/M/MV5BNjk4OTM2MzI0Nl5BMl5BanBnXkFtZTcwOTE0NzYxOA@@._V1_.jpg
Anthony Hopkins,https://www.imdb.com/name/nm0000164/,UK,https://m.media-amazon.com/images/M/MV5BMTg5ODk1NTc5Ml5BMl5BanBnXkFtZTYwMjAwOTI4._V1_.jpg
Olivia Colman,https://www.imdb.com/name/nm1469236/,UK,https://m.media-amazon.com/images/M/MV5BMTY4MzU2ODIzNl5BMl5BanBnXkFtZTgwMTM2OTA1NzM@._V1_.jpg
Mark Gatiss,https://www.imdb.com/name/nm0309693/,UK,https://m.media-amazon.com/images/M/MV5BMTYzNDIwNzg4NF5BMl5BanBnXkFtZTcwNTI0MTk4OQ@@._V1_.jpg
Olivia Williams,https://www.imdb.com/name/nm0931404/,UK,https://m.media-amazon.com/images/M/MV5BMzIyOTEwMjYyNl5BMl5BanBnXkFtZTgwNTc3NDU0MjE@._V1_.jpg
Leonardo DiCaprio,https://www.imdb.com/name/nm0000138/,USA,https://m.media-amazon.com/images/M/MV5BMjI0MTg3MzI0M15BMl5BanBnXkFtZTcwMzQyODU2Mw@@._V1_.jpg
Jonah Hill,https://www.imdb.com/name/nm1706767/,USA,https://m.media-amazon.com/images/M/MV5BMTUyNDU0NzAwNl5BMl5BanBnXkFtZTcwMzQxMzIzNw@@._V1_.jpg
Margot Robbie,https://www.imdb.com/name/nm3053338/,Australia,https://m.media-amazon.com/images/M/MV5BMTgxNDcwMzU2Nl5BMl5BanBnXkFtZTcwNDc4NzkzOQ@@._V1_.jpg
Matthew McConaughey,https://www.imdb.com/name/nm0000190/,USA,https://m.media-amazon.com/images/M/MV5BMTg0MDc3ODUwOV5BMl5BanBnXkFtZTcwMTk2NjY4Nw@@._V1_.jpg
Viggo Mortensen,https://www.imdb.com/name/nm0001557/,USA,https://m.media-amazon.com/images/M/MV5BNDQzOTg4NzA2Nl5BMl5BanBnXkFtZTcwMzkwNjkxMg@@._V1_.jpg
Mahershala Ali,https://www.imdb.com/name/nm0991810/,USA,https://m.media-amazon.com/images/M/MV5BZThiZjJjNWYtNGRlYS00NDdkLTk0MTMtYjEwYzM1MDExNTYwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg
Linda Cardellini,https://www.imdb.com/name/nm0004802/,USA,https://m.media-amazon.com/images/M/MV5BMTQ2MDM4MTM2NF5BMl5BanBnXkFtZTgwMTM4MjYyMDE@._V1_.jpg
Sebastian Maniscalco,https://www.imdb.com/name/nm1724319/,USA,https://m.media-amazon.com/images/M/MV5BOTA0OWM4NWUtMTRiOC00MzM3LTk3NzktMjQyNjIyOGI4ZjUyXkEyXkFqcGdeQXVyMTI5OTE4MzM@._V1_.jpg
Spencer Tracy,https://www.imdb.com/name/nm0000075/,USA,https://m.media-amazon.com/images/M/MV5BMTIwNjE5NTc0OV5BMl5BanBnXkFtZTYwNDU5ODI2._V1_.jpg
Burt Lancaster,https://www.imdb.com/name/nm0000044/,USA,https://m.media-amazon.com/images/M/MV5BOWI0NTFiZmEtYWUzYS00NmVlLTkyNzAtMDc0OTA1NDhkNjRjXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Richard Widmark,https://www.imdb.com/name/nm0001847/,USA,https://m.media-amazon.com/images/M/MV5BMTU0MjgwODQ3M15BMl5BanBnXkFtZTcwMjIxMjUyNA@@._V1_.jpg
Marlene Dietrich,https://www.imdb.com/name/nm0000017/,Germany,https://m.media-amazon.com/images/M/MV5BMTI0NTcyMTM5OF5BMl5BanBnXkFtZTYwOTkzMDU2._V1_.jpg
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
Sharon Stone,https://www.imdb.com/name/nm0000232/,USA,https://m.media-amazon.com/images/M/MV5BMTg0MDU1ODQwNF5BMl5BanBnXkFtZTcwOTc3MjQwNA@@._V1_.jpg
Joe Pesci,https://www.imdb.com/name/nm0000582/,USA,https://m.media-amazon.com/images/M/MV5BMzc3MTcxNDYxNV5BMl5BanBnXkFtZTcwOTI3NjE1Mw@@._V1_.jpg
James Woods,https://www.imdb.com/name/nm0000249/,USA,https://m.media-amazon.com/images/M/MV5BMTM3NTEzNjI5NV5BMl5BanBnXkFtZTcwNjQzOTkwNA@@._V1_.jpg
Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/,Japan,https://m.media-amazon.com/images/M/MV5BMTM5MzYwNDA3NV5BMl5BanBnXkFtZTcwNDExMTMwNw@@._V1_.jpg
Akira Terao,https://www.imdb.com/name/nm0855417/,Japan,https://m.media-amazon.com/images/M/MV5BMzVhM2E4OGQtODY4OS00OGE4LThlYjEtOTJlYjY0NzNmOTIxXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Jinpachi Nezu,https://www.imdb.com/name/nm0628704/,Japan,https://m.media-amazon.com/images/M/MV5BYTY4ZTJlM2YtMGQ5YS00ODJjLTlmODktZDZjMDlkOTQyYzk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg
Daisuke Ryû,https://www.imdb.com/name/nm0753480/,Japan,https://m.media-amazon.com/images/M/MV5BNjU4M2JlYmUtN2E2OS00NjE1LWI4MmMtMTBmNDAyYzY0ZmNkXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
Ivana Baquero,https://www.imdb.com/name/nm1419440/,Spain,https://m.media-amazon.com/images/M/MV5BMjkxOTk5ZWMtZmQzOS00Yjk1LWFlODItNzJhYTdjOGVmNTUxXkEyXkFqcGdeQXVyNjgzMTk0NQ@@._V1_.jpg
Ariadna Gil,https://www.imdb.com/name/nm0317725/,Spain,https://m.media-amazon.com/images/M/MV5BMTYxODMxNjU4N15BMl5BanBnXkFtZTYwMTM1NjA0._V1_.jpg
Sergi López,https://www.imdb.com/name/nm0530365/,Spain,https://m.media-amazon.com/images/M/MV5BMTIzMDc3NzE4NV5BMl5BanBnXkFtZTYwNjQwODc1._V1_.jpg
Maribel Verdú,https://www.imdb.com/name/nm0893941/,Spain,https://m.media-amazon.com/images/M/MV5BMTQ1NjkwMjA0NV5BMl5BanBnXkFtZTYwNzU2NzE2._V1_.jpg
Bruce Willis,https://www.imdb.com/name/nm0000246/,Germany,https://m.media-amazon.com/images/M/MV5BMjA0MjMzMTE5OF5BMl5BanBnXkFtZTcwMzQ2ODE3Mw@@._V1_.jpg
Haley Joel Osment,https://www.imdb.com/name/nm0005286/,USA,https://m.media-amazon.com/images/M/MV5BZjY0MjRhNjEtNGVlYi00YzZhLWFhNDEtMjlhNjBiNzM3Y2RkXkEyXkFqcGdeQXVyMjQxMDQzMjA@._V1_.jpg
Toni Collette,https://www.imdb.com/name/nm0001057/,Australia,https://m.media-amazon.com/images/M/MV5BODYzOTE3ODc1Ml5BMl5BanBnXkFtZTgwODYwMjE4NTM@._V1_.jpg
Olivia Williams,https://www.imdb.com/name/nm0931404/,UK,https://m.media-amazon.com/images/M/MV5BMzIyOTEwMjYyNl5BMl5BanBnXkFtZTgwNTc3NDU0MjE@._V1_.jpg
